date,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,cloud_cover,wind_speed_10m,wind_direction_10m,visibility,vapor_pressure_deficit,city
2025-08-24,36.87916666666667,52.32083333333333,631.4166666666666,29.25,19.345833333333335,78.29166666666667,105.58333333333333,28.4375,84.66666666666667,25.525000000000002,34.71666666666667,1.2458333333333333,0.0,100.0,5.625,94.91666666666667,20978.333333333332,0.62375,Delhi
2025-08-25,28.554166666666664,28.599999999999998,512.375,18.287499999999998,16.529166666666665,89.33333333333333,91.54166666666667,27.016666666666666,89.125,25.03333333333333,32.6,1.0125,0.0,100.0,7.8875,109.16666666666667,17576.666666666668,0.39666666666666667,Delhi
2025-08-26,20.545833333333334,20.766666666666666,492.2083333333333,20.337500000000002,15.358333333333334,77.25,72.625,27.4875,88.66666666666667,25.379166666666666,33.170833333333334,0.5958333333333333,0.0,100.0,8.883333333333333,119.66666666666667,23974.166666666668,0.43625,Delhi
2025-08-27,41.166666666666664,42.21666666666667,803.3333333333334,32.12083333333333,26.525000000000002,97.58333333333333,97.83333333333333,29.020833333333332,83.0,25.650000000000002,35.645833333333336,0.3166666666666667,0.0,92.33333333333333,4.0,131.91666666666666,24140.0,0.7408333333333333,Delhi
2025-08-28,57.449999999999996,61.9,833.8333333333334,27.858333333333334,27.270833333333332,116.95833333333333,150.70833333333334,29.349999999999998,84.91666666666667,26.412499999999998,36.43333333333333,0.5541666666666667,0.0,98.29166666666667,4.233333333333333,99.33333333333333,24104.166666666668,0.6604166666666667,Delhi
2025-08-29,36.94583333333333,40.416666666666664,604.5833333333334,27.2,20.720833333333335,76.875,132.58333333333334,27.708333333333332,90.08333333333333,25.895833333333332,33.975,0.9916666666666667,0.0,100.0,7.279166666666666,109.125,23977.5,0.3754166666666667,Delhi
2025-08-30,36.487500000000004,39.13333333333333,764.9583333333334,26.775000000000002,21.5,87.20833333333333,100.66666666666667,28.679166666666664,84.625,25.704166666666666,34.975,0.39999999999999997,0.0,100.0,6.370833333333334,101.16666666666667,24104.166666666668,0.6454166666666666,Delhi
2025-08-31,35.75416666666667,35.854166666666664,649.4583333333334,26.71666666666667,20.583333333333332,72.29166666666667,106.25,26.929166666666664,89.70833333333333,25.0625,32.770833333333336,1.1375,0.0,100.0,6.3374999999999995,107.29166666666667,22159.166666666668,0.36624999999999996,Delhi
2025-09-01,21.275000000000002,21.354166666666668,534.0416666666666,21.375,17.25,71.70833333333333,86.79166666666667,26.025000000000002,92.04166666666667,24.616666666666664,31.458333333333332,2.3125,0.2875,100.0,7.145833333333333,115.0,13807.5,0.27666666666666667,Delhi
2025-09-02,18.716666666666665,18.875,521.375,19.375,13.725,72.20833333333333,63.625,25.945833333333336,93.41666666666667,24.775000000000002,31.266666666666666,1.5708333333333335,0.0,100.0,8.637500000000001,111.79166666666667,18441.666666666668,0.22666666666666668,Delhi
2025-09-03,17.483333333333334,17.645833333333332,689.8333333333334,23.21666666666667,16.266666666666666,69.04166666666667,64.20833333333333,26.958333333333332,90.83333333333333,25.241666666666664,33.079166666666666,0.7916666666666666,0.0,99.91666666666667,5.2124999999999995,97.375,20620.0,0.35541666666666666,Delhi
2025-09-04,29.179166666666664,34.34583333333333,794.3333333333334,25.208333333333332,18.316666666666666,84.79166666666667,85.375,28.141666666666666,87.41666666666667,25.724999999999998,34.81666666666667,0.7666666666666666,0.0,95.66666666666667,4.125,52.333333333333336,19334.166666666668,0.5220833333333333,Delhi
2025-09-05,30.141666666666666,35.645833333333336,599.75,20.883333333333333,16.758333333333333,89.875,97.95833333333333,28.616666666666664,85.75,25.833333333333332,34.737500000000004,0.5125000000000001,0.0,97.41666666666667,8.379166666666666,67.54166666666667,23102.5,0.6045833333333334,Delhi
2025-09-06,32.574999999999996,33.824999999999996,559.375,17.6125,17.829166666666666,102.375,93.79166666666667,28.5,85.29166666666667,25.65416666666667,34.5625,0.9708333333333333,0.0,100.0,7.7,100.20833333333333,22963.333333333332,0.6195833333333333,Delhi
2025-09-07,38.85,39.420833333333334,743.2083333333334,27.3625,20.325,85.375,104.08333333333333,28.337500000000002,85.375,25.545833333333334,34.50833333333333,0.8958333333333334,0.0,99.58333333333333,6.375,122.41666666666667,23954.166666666668,0.60125,Delhi
2025-09-08,44.81666666666666,47.416666666666664,854.3333333333334,39.85,29.820833333333336,86.625,115.95833333333333,29.52916666666667,76.58333333333333,24.587500000000002,35.420833333333334,0.3,0.0,92.33333333333333,4.2124999999999995,138.70833333333334,24140.0,1.0816666666666668,Delhi
